Device Time, Accelerator PedalPosition E(%),Air Fuel Ratio(Measured)(:1),Engine RPM(rpm),Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 2 Short Term(%),Mass Air Flow Rate(g/s),O2 Volts Bank 1 sensor 2(V),O2 Volts Bank 2 sensor 2(V),Timing Advance(°)
10-apr.-2017 20:22:00.349,14.90196133,14.77177715,2021.75,0,-1.5625,41.18999863,-,-,30.5
10-apr.-2017 20:22:00.447,15.29411793,14.55644512,2021.75,0,-1.5625,41.18999863,-,-,30.5
10-apr.-2017 20:22:00.547,15.29411793,14.55644512,2135.75,0,-1.5625,45.52000046,-,-,30.5
10-apr.-2017 20:22:00.649,15.29411793,14.55644512,2135.75,-0.78125,-1.5625,45.52000046,-,-,29
10-apr.-2017 20:22:00.750,15.68627453,14.46313381,2135.75,-0.78125,-1.5625,45.52000046,-,-,29
10-apr.-2017 20:22:00.847,15.68627453,14.46313381,2230.5,-0.78125,-1.5625,43.90999985,-,-,29
10-apr.-2017 20:22:00.946,15.68627453,14.46313381,2230.5,-2.34375,-1.5625,43.90999985,-,-,33
10-apr.-2017 20:22:01.047,15.68627453,14.59951115,2230.5,-2.34375,-1.5625,43.90999985,-,-,33
10-apr.-2017 20:22:01.147,15.68627453,14.59951115,2269.25,-2.34375,-1.5625,48.65999985,-,-,33
10-apr.-2017 20:22:01.248,15.68627453,14.59951115,2269.25,-0.78125,-1.5625,48.65999985,-,-,33.5
10-apr.-2017 20:22:01.347,15.68627453,14.55644512,2269.25,-0.78125,-0.78125,48.65999985,-,-,33.5
10-apr.-2017 20:22:01.446,15.68627453,14.55644512,2269.25,-0.78125,-0.78125,52.18999863,-,-,33.5
10-apr.-2017 20:22:01.548,15.68627453,14.55644512,2343,-0.78125,-0.78125,52.18999863,-,-,33.5
10-apr.-2017 20:22:01.648,15.68627453,14.55644512,2343,-1.5625,-0.78125,52.18999863,-,-,33.5
10-apr.-2017 20:22:01.748,15.68627453,14.57797813,2343,-1.5625,-0.78125,52.18999863,-,-,33.5
10-apr.-2017 20:22:01.848,15.68627453,14.57797813,2410.75,-1.5625,-0.78125,52.63000107,-,-,33.5
10-apr.-2017 20:22:01.947,15.68627453,14.57797813,2410.75,-1.5625,-0.78125,52.63000107,-,-,33.5
10-apr.-2017 20:22:02.047,15.68627453,14.67128944,2410.75,-1.5625,-0.78125,52.63000107,-,-,33.5
10-apr.-2017 20:22:02.148,16.07843208,14.67128944,2467.5,-1.5625,-0.78125,53.02000046,-,-,33.5
10-apr.-2017 20:22:02.247,16.07843208,14.67128944,2467.5,-1.5625,0,53.02000046,-,-,33.5
10-apr.-2017 20:22:02.348,16.07843208,14.59592342,2467.5,-1.5625,0,53.02000046,-,-,33.5
10-apr.-2017 20:22:02.448,16.07843208,14.59592342,2510.75,-1.5625,0,53,-,-,33.5
10-apr.-2017 20:22:02.548,16.07843208,14.59592342,2510.75,-1.5625,0,53,-,-,34.5
10-apr.-2017 20:22:02.647,16.47058868,14.6318121,2510.75,-1.5625,0,53,-,-,34.5
10-apr.-2017 20:22:02.748,16.47058868,14.6318121,2510.75,-1.5625,0,60.75,-,-,34.5
10-apr.-2017 20:22:02.849,16.47058868,14.6318121,2626,-1.5625,0,60.75,-,-,34.5
10-apr.-2017 20:22:02.947,16.47058868,14.6318121,2626,-0.78125,0,60.75,-,-,33.5
10-apr.-2017 20:22:03.046,16.47058868,14.50978947,2626,-0.78125,0,60.75,-,-,33.5
10-apr.-2017 20:22:03.151,16.47058868,14.50978947,2726.75,-0.78125,0,59.15999985,-,-,33.5
10-apr.-2017 20:22:03.247,16.47058868,14.50978947,2726.75,-2.34375,0,59.15999985,-,-,34.5
10-apr.-2017 20:22:03.348,16.47058868,14.53132343,2726.75,-2.34375,-0.78125,59.15999985,-,-,34.5
10-apr.-2017 20:22:03.448,16.47058868,14.53132343,2726.75,-2.34375,-0.78125,60.15999985,-,-,34.5
10-apr.-2017 20:22:03.547,16.47058868,14.53132343,2836.5,-2.34375,-0.78125,60.15999985,-,-,35
10-apr.-2017 20:22:03.648,16.47058868,14.6461668,2836.5,-2.34375,-0.78125,60.15999985,-,-,35
10-apr.-2017 20:22:03.747,16.47058868,14.6461668,2890,-2.34375,-0.78125,63.04999924,-,-,35
10-apr.-2017 20:22:03.849,16.47058868,14.6461668,2890,-0.78125,0,63.04999924,-,-,36
10-apr.-2017 20:22:03.947,16.47058868,14.59592342,2890,-0.78125,0,63.04999924,-,-,36
10-apr.-2017 20:22:04.046,16.47058868,14.59592342,2887,-0.78125,0,59.83000183,-,-,36
10-apr.-2017 20:22:04.148,16.47058868,14.59592342,2887,-1.5625,0,59.83000183,-,-,17
10-apr.-2017 20:22:04.247,16.47058868,14.54567909,2887,-1.5625,0,59.83000183,-,-,17
10-apr.-2017 20:22:04.347,16.47058868,14.54567909,2339.5,0,0,61.18999863,-,-,17
10-apr.-2017 20:22:04.449,16.47058868,14.54567909,2339.5,0,0.78125,61.18999863,-,-,16.5
10-apr.-2017 20:22:04.547,16.47058868,14.58515644,2339.5,0,0.78125,61.18999863,-,-,16.5
10-apr.-2017 20:22:04.646,16.47058868,14.58515644,2150.5,0,0.78125,55.11000061,-,-,16.5
10-apr.-2017 20:22:04.749,16.47058868,14.58515644,2150.5,-0.78125,0.78125,55.11000061,-,-,30.5
10-apr.-2017 20:22:04.847,16.47058868,14.54567909,2150.5,-0.78125,0.78125,52.72000122,-,-,30.5
10-apr.-2017 20:22:04.946,16.47058868,14.54567909,2091,0,0.78125,52.72000122,-,-,30.5
10-apr.-2017 20:22:05.046,16.47058868,14.54567909,2091,0,0,52.72000122,-,-,31.5
10-apr.-2017 20:22:05.147,16.47058868,14.82561016,2091,0,0,54.58000183,-,-,31.5
10-apr.-2017 20:22:05.248,16.47058868,14.82561016,2108,1.5625,0,54.58000183,-,-,31.5
10-apr.-2017 20:22:05.349,16.47058868,14.82561016,2108,1.5625,0,54.58000183,-,-,31.5
10-apr.-2017 20:22:05.448,16.47058868,14.72153282,2108,1.5625,1.5625,54.58000183,-,-,31.5
10-apr.-2017 20:22:05.547,16.47058868,14.72153282,2148.5,1.5625,1.5625,55.38000107,-,-,31.5
10-apr.-2017 20:22:05.648,16.47058868,14.72153282,2148.5,1.5625,1.5625,55.38000107,-,-,31.5
10-apr.-2017 20:22:05.747,16.47058868,14.59233475,2148.5,1.5625,2.34375,55.38000107,-,-,31.5
10-apr.-2017 20:22:05.847,16.47058868,14.59233475,2169,1.5625,2.34375,55.77000046,-,-,31.5
10-apr.-2017 20:22:05.947,16.47058868,14.59233475,2169,1.5625,2.34375,55.77000046,-,-,31.5
10-apr.-2017 20:22:06.046,16.47058868,14.57079983,2169,1.5625,2.34375,55.77000046,-,-,31.5
10-apr.-2017 20:22:06.146,16.47058868,14.57079983,2195.25,1.5625,2.34375,52.97000122,-,-,31.5
10-apr.-2017 20:22:06.248,16.47058868,14.57079983,2195.25,1.5625,2.34375,52.97000122,-,-,30.5
10-apr.-2017 20:22:06.348,16.07843208,14.5600338,2195.25,1.5625,2.34375,52.97000122,-,-,30.5
10-apr.-2017 20:22:06.449,16.07843208,14.5600338,2201.25,1.5625,2.34375,55.38000107,-,-,30.5
10-apr.-2017 20:22:06.548,16.07843208,14.5600338,2201.25,1.5625,2.34375,55.38000107,-,-,31.5
10-apr.-2017 20:22:06.655,16.07843208,14.5600338,2201.25,1.5625,2.34375,55.38000107,-,-,31.5
10-apr.-2017 20:22:06.746,15.68627453,14.65334415,2201.25,1.5625,2.34375,55.38000107,-,-,31.5
10-apr.-2017 20:22:06.847,15.68627453,14.65334415,2243.75,1.5625,2.34375,52.47000122,-,-,31.5
10-apr.-2017 20:22:06.947,15.68627453,14.65334415,2243.75,1.5625,2.34375,52.47000122,-,-,33
10-apr.-2017 20:22:07.047,15.68627453,14.57079983,2243.75,1.5625,1.5625,52.47000122,-,-,33
10-apr.-2017 20:22:07.147,15.68627453,14.57079983,2233.5,0.78125,1.5625,46.11000061,-,-,33
10-apr.-2017 20:22:07.247,15.68627453,14.57079983,2233.5,0.78125,0.78125,46.11000061,-,-,33
10-apr.-2017 20:22:07.347,15.29411793,14.47031116,2233.5,0.78125,0.78125,46.11000061,-,-,33
10-apr.-2017 20:22:07.454,15.29411793,14.47031116,2250.25,0.78125,0.78125,44.47000122,-,-,33
10-apr.-2017 20:22:07.546,15.29411793,14.47031116,2250.25,0,-0.78125,44.47000122,-,-,33.5
10-apr.-2017 20:22:07.647,14.90196133,14.22268105,2250.25,0,-0.78125,44.47000122,-,-,33.5
10-apr.-2017 20:22:07.747,14.90196133,14.22268105,2245.25,0,-0.78125,38.36000061,-,-,33.5
10-apr.-2017 20:22:07.846,14.90196133,14.22268105,2245.25,-1.5625,-0.78125,38.36000061,-,-,33.5
10-apr.-2017 20:22:07.946,14.90196133,14.22268105,2245.25,-1.5625,-0.78125,38.36000061,-,-,33.5
10-apr.-2017 20:22:08.047,14.90196133,14.21909142,2245.25,-1.5625,-2.34375,38.36000061,-,-,33.5
10-apr.-2017 20:22:08.147,10.98039246,14.21909142,2227.25,-1.5625,-2.34375,18,-,-,33.5
10-apr.-2017 20:22:08.247,10.98039246,14.21909142,2227.25,-3.125,-2.34375,18,-,-,42.5
10-apr.-2017 20:22:08.347,10.98039246,14.48466778,2227.25,-3.125,-4.6875,18,-,-,42.5
10-apr.-2017 20:22:08.447,10.58823586,14.48466778,2227.25,-3.125,-4.6875,15.38000011,-,-,42.5
10-apr.-2017 20:22:08.551,10.58823586,14.48466778,2210.25,-5.46875,-4.6875,15.38000011,-,-,39
10-apr.-2017 20:22:08.647,9.8039217,14.40212345,2210.25,-5.46875,-7.8125,15.38000011,-,-,39
10-apr.-2017 20:22:08.747,9.8039217,14.40212345,2196.25,-5.46875,-7.8125,11.82999992,-,-,39
10-apr.-2017 20:22:08.847,9.8039217,14.40212345,2196.25,-7.8125,-10.9375,11.82999992,-,-,35
10-apr.-2017 20:22:08.947,7.45098066,13.36135197,2196.25,-7.8125,-10.9375,11.82999992,-,-,35
10-apr.-2017 20:22:09.047,7.45098066,13.36135197,2130.25,-10.9375,-10.9375,11.93999958,-,-,35
10-apr.-2017 20:22:09.147,7.45098066,13.36135197,2130.25,-10.9375,-10.9375,11.93999958,-,-,16.5
10-apr.-2017 20:22:09.248,7.45098066,13.36135197,2130.25,-10.9375,-10.9375,11.93999958,-,-,16.5
10-apr.-2017 20:22:09.347,7.45098066,14.99428654,2130.25,-10.9375,-10.9375,11.93999958,-,-,16.5
10-apr.-2017 20:22:09.447,7.45098066,14.99428654,2065.5,-9.375,-10.9375,11.15999985,-,-,16.5
10-apr.-2017 20:22:09.547,7.45098066,14.99428654,2065.5,-9.375,-8.59375,11.15999985,-,-,18
10-apr.-2017 20:22:09.646,7.45098066,15.11989689,2065.5,-9.375,-8.59375,11.02000046,-,-,18
10-apr.-2017 20:22:09.748,7.45098066,15.11989689,2024,-6.25,-8.59375,11.02000046,-,-,17
10-apr.-2017 20:22:09.846,7.45098066,15.20603085,2024,-6.25,-8.59375,11.02000046,-,-,17
10-apr.-2017 20:22:09.946,7.45098066,15.20603085,1981.5,-6.25,-8.59375,10.77000046,-,-,17
10-apr.-2017 20:22:10.046,7.45098066,15.20603085,1981.5,0,0,10.77000046,-,-,7.5
10-apr.-2017 20:22:10.147,7.45098066,16.92509651,1981.5,0,0,10.07999992,-,-,7.5
10-apr.-2017 20:22:10.247,7.45098066,16.92509651,1939.25,0,0,10.07999992,-,-,12
10-apr.-2017 20:22:10.349,7.45098066,29.39955139,1939.25,0,0,10.07999992,-,-,12
10-apr.-2017 20:22:10.446,7.45098066,29.39955139,1939.25,0,0,10.07999992,-,-,12
10-apr.-2017 20:22:10.547,7.45098066,29.39955139,1912.75,0,0,9.60999966,-,-,12
10-apr.-2017 20:22:10.647,7.45098066,29.39955139,1912.75,0,0,9.60999966,-,-,12
10-apr.-2017 20:22:10.747,7.45098066,29.39955139,1912.75,0,0,9.60999966,-,-,12.5
10-apr.-2017 20:22:10.847,7.45098066,29.39955139,1912.75,0,0,9.5,-,-,12.5
10-apr.-2017 20:22:10.947,7.45098066,29.39955139,1859.25,0,0,9.5,-,-,12
10-apr.-2017 20:22:11.047,7.45098066,29.39955139,1859.25,0,0,9.5,-,-,12
10-apr.-2017 20:22:11.146,7.45098066,29.39955139,1832.25,0,0,9.13000011,-,-,12
10-apr.-2017 20:22:11.246,7.45098066,29.39955139,1832.25,0,0,9.13000011,-,-,12
10-apr.-2017 20:22:11.350,8.62745094,29.39955139,1832.25,0,0,8.90999985,-,-,12
10-apr.-2017 20:22:11.447,8.62745094,29.39955139,1802,0,0,8.90999985,-,-,12
10-apr.-2017 20:22:11.549,8.62745094,29.39955139,1802,0,0,8.90999985,-,-,12
10-apr.-2017 20:22:11.647,10.1960783,29.39955139,1808.75,0,0,14.10999966,-,-,12
10-apr.-2017 20:22:11.747,10.1960783,29.39955139,1808.75,0,0,14.10999966,-,-,12
10-apr.-2017 20:22:11.851,10.1960783,29.39955139,1808.75,0,0,14.10999966,-,-,33
10-apr.-2017 20:22:11.948,10.1960783,14.53132343,1808.75,0,0,14.10999966,-,-,33
10-apr.-2017 20:22:12.046,12.15686321,14.53132343,1853,0,0,21.32999992,-,-,33
10-apr.-2017 20:22:12.146,12.15686321,14.53132343,1853,0,0,21.32999992,-,-,38
10-apr.-2017 20:22:12.246,12.54901981,14.20114708,1853,0,0,21.32999992,-,-,38
10-apr.-2017 20:22:12.346,12.54901981,14.20114708,1870.75,0,0,23.57999992,-,-,38
10-apr.-2017 20:22:12.447,12.54901981,14.20114708,1870.75,0,0,23.57999992,-,-,39
10-apr.-2017 20:22:12.548,12.54901981,14.20114708,1870.75,0,0,24.15999985,-,-,39
10-apr.-2017 20:22:12.647,12.54901981,14.20114708,1858,0,0,24.15999985,-,-,39
10-apr.-2017 20:22:12.748,12.54901981,14.19396973,1858,0,0,24.15999985,-,-,38
10-apr.-2017 20:22:12.849,12.54901981,14.19396973,1858,0,0,24.11000061,-,-,38
10-apr.-2017 20:22:12.947,12.54901981,14.19396973,1859.75,0.78125,0,24.11000061,-,-,38
10-apr.-2017 20:22:13.047,12.54901981,14.19396973,1859.75,0.78125,0,24.11000061,-,-,38
10-apr.-2017 20:22:13.148,12.54901981,14.35187912,1859.75,0.78125,-0.78125,24.11000061,-,-,38
10-apr.-2017 20:22:13.248,12.54901981,14.35187912,1859.75,0.78125,-0.78125,24.25,-,-,38
10-apr.-2017 20:22:13.348,12.54901981,14.35187912,1841.5,1.5625,-0.78125,24.25,-,-,36.5
10-apr.-2017 20:22:13.447,12.54901981,14.1114254,1841.5,1.5625,-1.5625,24.25,-,-,36.5
10-apr.-2017 20:22:13.546,12.54901981,14.1114254,1841.5,1.5625,-1.5625,24.71999931,-,-,36.5
10-apr.-2017 20:22:13.647,12.54901981,14.1114254,1829,1.5625,-1.5625,24.71999931,-,-,37.5
10-apr.-2017 20:22:13.746,12.54901981,13.79919434,1829,1.5625,-1.5625,24.71999931,-,-,37.5
10-apr.-2017 20:22:13.849,12.54901981,13.79919434,1814.75,1.5625,-1.5625,24.77000046,-,-,37.5
